Tarifa,Descripción,Cargo,Unidades,Estado,Municipio,Division,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,SAN JOSE CHIAPA,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,SAN JOSE MIAHUATLAN,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,SAN JOSE MIAHUATLAN,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,SAN JOSE MIAHUATLAN,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,SAN JOSE MIAHUATLAN,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,SAN JUAN ATENCO,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,SAN JUAN ATENCO,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,SAN JUAN ATENCO,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,SAN JUAN ATENCO,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,SAN JUAN ATZOMPA,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,SAN JUAN ATZOMPA,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,SAN JUAN ATZOMPA,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,SAN JUAN ATZOMPA,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,SAN MARTIN TEXMELUCAN,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,SAN MARTIN TEXMELUCAN,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,SAN MARTIN TEXMELUCAN,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,SAN MARTIN TEXMELUCAN,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,SAN MARTIN TOTOLTEPEC,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,SAN MARTIN TOTOLTEPEC,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,SAN MARTIN TOTOLTEPEC,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,SAN MARTIN TOTOLTEPEC,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,SAN MATIAS TLALANCALECA,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,SAN MATIAS TLALANCALECA,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,SAN MATIAS TLALANCALECA,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,SAN MATIAS TLALANCALECA,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,SAN MIGUEL IXITLAN,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,SAN MIGUEL IXITLAN,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,SAN MIGUEL IXITLAN,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,SAN MIGUEL IXITLAN,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,SAN MIGUEL XOXTLA,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,SAN MIGUEL XOXTLA,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,SAN MIGUEL XOXTLA,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,SAN MIGUEL XOXTLA,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,SAN NICOLAS BUENOS AIRES,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,SAN NICOLAS BUENOS AIRES,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,SAN NICOLAS BUENOS AIRES,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,SAN NICOLAS BUENOS AIRES,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,SAN NICOLAS DE LOS RANCHOS,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,SAN NICOLAS DE LOS RANCHOS,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,SAN NICOLAS DE LOS RANCHOS,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,SAN NICOLAS DE LOS RANCHOS,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,SAN PABLO ANICANO,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,SAN PABLO ANICANO,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,SAN PABLO ANICANO,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,SAN PABLO ANICANO,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,SAN PEDRO CHOLULA,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,SAN PEDRO CHOLULA,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,SAN PEDRO CHOLULA,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,SAN PEDRO CHOLULA,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,SAN PEDRO YELOIXTLAHUACA,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,SAN PEDRO YELOIXTLAHUACA,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,SAN PEDRO YELOIXTLAHUACA,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,SAN PEDRO YELOIXTLAHUACA,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,SAN SALVADOR EL SECO,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,SAN SALVADOR EL SECO,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,SAN SALVADOR EL SECO,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,SAN SALVADOR EL SECO,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,SAN SALVADOR EL VERDE,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,SAN SALVADOR EL VERDE,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,SAN SALVADOR EL VERDE,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,SAN SALVADOR EL VERDE,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,SAN SALVADOR HUIXCOLOTLA,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,SAN SALVADOR HUIXCOLOTLA,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,SAN SALVADOR HUIXCOLOTLA,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,SAN SALVADOR HUIXCOLOTLA,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,SAN SEBASTIAN TLACOTEPEC,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,SAN SEBASTIAN TLACOTEPEC,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,SAN SEBASTIAN TLACOTEPEC,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,SAN SEBASTIAN TLACOTEPEC,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,SAN SEBASTIAN TLACOTEPEC,ORIENTE,359.72,359.72,359.72,359.72,359.72,359.72
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,SAN SEBASTIAN TLACOTEPEC,ORIENTE,1.214,1.223,1.223,1.254,1.278,1.244
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,SAN SEBASTIAN TLACOTEPEC,ORIENTE,553.5,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,SAN SEBASTIAN TLACOTEPEC,ORIENTE,200.6,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,SANTA CATARINA TLALTEMPAN,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,SANTA CATARINA TLALTEMPAN,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,SANTA CATARINA TLALTEMPAN,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,SANTA CATARINA TLALTEMPAN,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,SANTA INES AHUATEMPAN,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,SANTA INES AHUATEMPAN,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,SANTA INES AHUATEMPAN,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,SANTA INES AHUATEMPAN,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,SANTA ISABEL CHOLULA,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,SANTA ISABEL CHOLULA,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,SANTA ISABEL CHOLULA,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,SANTA ISABEL CHOLULA,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,SANTIAGO MIAHUATLAN,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,SANTIAGO MIAHUATLAN,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,SANTIAGO MIAHUATLAN,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,SANTIAGO MIAHUATLAN,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,SANTO TOMAS HUEYOTLIPAN,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,SANTO TOMAS HUEYOTLIPAN,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,SANTO TOMAS HUEYOTLIPAN,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,SANTO TOMAS HUEYOTLIPAN,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,SOLTEPEC,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,SOLTEPEC,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,SOLTEPEC,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,SOLTEPEC,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TECALI DE HERRERA,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TECALI DE HERRERA,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TECALI DE HERRERA,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TECALI DE HERRERA,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TECAMACHALCO,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TECAMACHALCO,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TECAMACHALCO,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TECAMACHALCO,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TECOMATLAN,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TECOMATLAN,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TECOMATLAN,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TECOMATLAN,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TEHUACAN,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TEHUACAN,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TEHUACAN,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TEHUACAN,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TEHUITZINGO,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TEHUITZINGO,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TEHUITZINGO,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TEHUITZINGO,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TENAMPULCO,ORIENTE,359.72,359.72,359.72,359.72,359.72,359.72
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TENAMPULCO,ORIENTE,1.214,1.223,1.223,1.254,1.278,1.244
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TENAMPULCO,ORIENTE,553.5,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TENAMPULCO,ORIENTE,200.6,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TEOPANTLAN,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TEOPANTLAN,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TEOPANTLAN,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TEOPANTLAN,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TEOTLALCO,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TEOTLALCO,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TEOTLALCO,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TEOTLALCO,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TEOTLALCO,CENTRO SUR,314.31,314.31,314.31,314.31,314.31,314.31
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TEOTLALCO,CENTRO SUR,1.386,1.397,1.397,1.433,1.461,1.421
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TEOTLALCO,CENTRO SUR,572.21,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TEOTLALCO,CENTRO SUR,214.7,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TEPANCO DE LOPEZ,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TEPANCO DE LOPEZ,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TEPANCO DE LOPEZ,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TEPANCO DE LOPEZ,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TEPANGO DE RODRIGUEZ,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TEPANGO DE RODRIGUEZ,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TEPANGO DE RODRIGUEZ,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TEPANGO DE RODRIGUEZ,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TEPANGO DE RODRIGUEZ,ORIENTE,359.72,359.72,359.72,359.72,359.72,359.72
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TEPANGO DE RODRIGUEZ,ORIENTE,1.214,1.223,1.223,1.254,1.278,1.244
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TEPANGO DE RODRIGUEZ,ORIENTE,553.5,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TEPANGO DE RODRIGUEZ,ORIENTE,200.6,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TEPATLAXCO DE HIDALGO,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TEPATLAXCO DE HIDALGO,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TEPATLAXCO DE HIDALGO,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TEPATLAXCO DE HIDALGO,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TEPEACA,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,PUEBLA,TEPEACA,CENTRO ORIENTE,1.513,1.525,1.525,1.565,1.596,1.552
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,PUEBLA,TEPEACA,CENTRO ORIENTE,507.18,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,PUEBLA,TEPEACA,CENTRO ORIENTE,243.06,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,PUEBLA,TEPEMAXALCO,CENTRO ORIENTE,313.9,313.9,313.9,313.9,313.9,313.9
