Tarifa,Descripción,Cargo,Unidades,Estado,Municipio,Division,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,ANGEL ALBINO CORZO,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,ANGEL ALBINO CORZO,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,ANGEL ALBINO CORZO,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,ANGEL ALBINO CORZO,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,ARRIAGA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,ARRIAGA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,ARRIAGA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,ARRIAGA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,BEJUCAL DE OCAMPO,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,BEJUCAL DE OCAMPO,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,BEJUCAL DE OCAMPO,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,BEJUCAL DE OCAMPO,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,BELLA VISTA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,BELLA VISTA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,BELLA VISTA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,BELLA VISTA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,BENEMERITO DE LAS AMERICAS,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,BENEMERITO DE LAS AMERICAS,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,BENEMERITO DE LAS AMERICAS,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,BENEMERITO DE LAS AMERICAS,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,BERRIOZABAL,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,BERRIOZABAL,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,BERRIOZABAL,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,BERRIOZABAL,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,BOCHIL,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,BOCHIL,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,BOCHIL,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,BOCHIL,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,CACAHOATAN,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,CACAHOATAN,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,CACAHOATAN,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,CACAHOATAN,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,CATAZAJA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,CATAZAJA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,CATAZAJA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,CATAZAJA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,CHALCHIHUITAN,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,CHALCHIHUITAN,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,CHALCHIHUITAN,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,CHALCHIHUITAN,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,CHAMULA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,CHAMULA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,CHAMULA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,CHAMULA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,CHANAL,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,CHANAL,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,CHANAL,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,CHANAL,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,CHAPULTENANGO,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,CHAPULTENANGO,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,CHAPULTENANGO,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,CHAPULTENANGO,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,CHENALHO,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,CHENALHO,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,CHENALHO,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,CHENALHO,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,CHIAPA DE CORZO,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,CHIAPA DE CORZO,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,CHIAPA DE CORZO,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,CHIAPA DE CORZO,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,CHIAPILLA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,CHIAPILLA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,CHIAPILLA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,CHIAPILLA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,CHICOASEN,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,CHICOASEN,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,CHICOASEN,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,CHICOASEN,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,CHICOMUSELO,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,CHICOMUSELO,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,CHICOMUSELO,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,CHICOMUSELO,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,CHILON,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,CHILON,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,CHILON,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,CHILON,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,CINTALAPA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,CINTALAPA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,CINTALAPA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,CINTALAPA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,COAPILLA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,COAPILLA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,COAPILLA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,COAPILLA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,COMITAN DE DOMINGUEZ,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,COMITAN DE DOMINGUEZ,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,COMITAN DE DOMINGUEZ,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,COMITAN DE DOMINGUEZ,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,COPAINALA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,COPAINALA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,COPAINALA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,COPAINALA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,EL BOSQUE,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,EL BOSQUE,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,EL BOSQUE,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,EL BOSQUE,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,EL PORVENIR,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,EL PORVENIR,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,EL PORVENIR,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,EL PORVENIR,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,ESCUINTLA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,ESCUINTLA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,ESCUINTLA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,ESCUINTLA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,FRANCISCO LEON,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,FRANCISCO LEON,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,FRANCISCO LEON,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,FRANCISCO LEON,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,FRONTERA COMALAPA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,FRONTERA COMALAPA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,FRONTERA COMALAPA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,FRONTERA COMALAPA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,FRONTERA HIDALGO,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,FRONTERA HIDALGO,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,FRONTERA HIDALGO,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,FRONTERA HIDALGO,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,HUEHUETAN,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,HUEHUETAN,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,HUEHUETAN,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,HUEHUETAN,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,HUITIUPAN,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,HUITIUPAN,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,HUITIUPAN,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,HUITIUPAN,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,HUIXTAN,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,HUIXTAN,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,HUIXTAN,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,HUIXTAN,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,HUIXTLA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,HUIXTLA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,HUIXTLA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,HUIXTLA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,IXHUATAN,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,IXHUATAN,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,IXHUATAN,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,IXHUATAN,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,IXTACOMITAN,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,IXTACOMITAN,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,IXTACOMITAN,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,IXTACOMITAN,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,IXTAPA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,IXTAPA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,IXTAPA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,IXTAPA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,IXTAPANGAJOYA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,IXTAPANGAJOYA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,IXTAPANGAJOYA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,IXTAPANGAJOYA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,JIQUIPILAS,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,JIQUIPILAS,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,JIQUIPILAS,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,JIQUIPILAS,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,JITOTOL,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,JITOTOL,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,JITOTOL,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,JITOTOL,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,JUAREZ,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,JUAREZ,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,JUAREZ,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,JUAREZ,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,LA CONCORDIA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,LA CONCORDIA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,LA CONCORDIA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,LA CONCORDIA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,LA GRANDEZA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,LA GRANDEZA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,LA GRANDEZA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,LA GRANDEZA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,CHIAPAS,LA INDEPENDENCIA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,CHIAPAS,LA INDEPENDENCIA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,CHIAPAS,LA INDEPENDENCIA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,CHIAPAS,LA INDEPENDENCIA,SURESTE,220.59,,,,,
